year,disease_name,disease_category,prevalence_rate,incidence_rate
2000,HIV/AIDS,Viral,3.94,12.75
2000,HIV/AIDS,Respiratory,12.96,10.86
2000,HIV/AIDS,Neurological,17.55,10.71
2000,HIV/AIDS,Chronic,1.33,2.16
2000,HIV/AIDS,Infectious,8.29,1.71
2000,Hepatitis,Bacterial,14.15,7.67
2000,Hepatitis,Viral,10.66,7.2
2000,Hepatitis,Chronic,10.05,12.41
2000,Hepatitis,Bacterial,7.47,9.1
2000,Hepatitis,Chronic,2.24,14.24
2000,Hepatitis,Genetic,14.8,3.02
2000,Hepatitis,Autoimmune,2.72,8.89
2000,Hepatitis,Bacterial,13.72,10.54
2000,Hepatitis,Cardiovascular,4.51,9.36
2000,Hepatitis,Chronic,14.3,9.81
2000,Hepatitis,Parasitic,11.86,10.38
2000,Hepatitis,Parasitic,9.24,13.37
2000,Hepatitis,Cardiovascular,6.66,6.68
2000,Hepatitis,Cardiovascular,19.9,11.82
2000,Hepatitis,Infectious,7.47,0.63
2000,Hepatitis,Parasitic,3.19,6.92
2000,Hepatitis,Parasitic,14.04,11.84
2000,Hypertension,Metabolic,19.41,1.22
2000,Hypertension,Genetic,14.09,10.52
2000,Hypertension,Bacterial,7.46,6.67
2000,Hypertension,Infectious,19.07,13.15
2000,Hypertension,Neurological,12.68,14.38
2000,Hypertension,Metabolic,18.9,11.6
2000,Hypertension,Bacterial,2.1,8.63
2000,Hypertension,Parasitic,14.75,4.93
2000,Hypertension,Bacterial,6.11,8.55
2000,Hypertension,Parasitic,16.3,6.06
2000,Hypertension,Autoimmune,6.58,14.35
2000,Influenza,Respiratory,3.55,13.58
2000,Influenza,Bacterial,2.96,7.35
2000,Influenza,Cardiovascular,1.55,5.03
2000,Influenza,Neurological,1.2,12.73
2000,Influenza,Chronic,12.46,3.2
2000,Influenza,Bacterial,9.95,3.07
2000,Leprosy,Parasitic,0.99,12.79
2000,Leprosy,Autoimmune,0.78,6.72
2000,Leprosy,Neurological,10.01,6.41
2000,Leprosy,Infectious,16.81,12.7
2000,Leprosy,Neurological,0.35,10.16
2000,Leprosy,Parasitic,19.95,5.16
2000,Leprosy,Infectious,0.95,6.52
2000,Leprosy,Genetic,8.96,6.19
2000,Leprosy,Metabolic,14.41,6.3
2000,Leprosy,Cardiovascular,18.28,4.29
2000,Leprosy,Autoimmune,5.09,0.67
2000,Leprosy,Parasitic,19.11,10.91
2000,Leprosy,Respiratory,0.86,0.96
2000,Leprosy,Chronic,13.38,1.6
2000,Malaria,Chronic,12.14,7.43
2000,Malaria,Genetic,2.29,11.61
2000,Malaria,Viral,4.66,5.16
2000,Malaria,Respiratory,19.55,13.53
2000,Malaria,Bacterial,7.95,0.91
2000,Malaria,Viral,5.24,4.81
2000,Malaria,Parasitic,7.35,4.04
2000,Malaria,Bacterial,0.57,7.48
2000,Malaria,Genetic,7.21,4.38
2000,Malaria,Viral,10.61,1.78
2000,Malaria,Viral,2.18,6.49
2000,Malaria,Metabolic,15.76,14.39
2000,Malaria,Viral,2.5,3.34
2000,Malaria,Autoimmune,14.37,13.31
2000,Measles,Metabolic,5.66,13.84
2000,Measles,Neurological,19.32,0.51
2000,Measles,Cardiovascular,18.67,5.03
2000,Measles,Parasitic,5.24,14.46
2000,Measles,Viral,16.28,5.46
2000,Measles,Viral,3.23,11.8
2000,Measles,Parasitic,4.9,3.96
2000,Measles,Cardiovascular,2.31,5.06
2000,Measles,Neurological,10.19,10.87
2000,Measles,Cardiovascular,6.2,4.75
2000,Measles,Bacterial,17.43,8.16
2000,Measles,Viral,16.25,5.84
2000,Measles,Chronic,3.19,13.9
2000,Measles,Metabolic,14.55,14.76
2000,Measles,Infectious,18.51,14.81
2000,Parkinson's Disease,Cardiovascular,10.54,4.14
2000,Parkinson's Disease,Infectious,1.97,9.93
2000,Parkinson's Disease,Viral,19.47,0.67
2000,Parkinson's Disease,Viral,7.6,3.11
2000,Parkinson's Disease,Cardiovascular,3.43,5.36
2000,Parkinson's Disease,Infectious,10.12,3.79
2000,Parkinson's Disease,Viral,8.84,14.41
2000,Parkinson's Disease,Genetic,18.0,12.43
2000,Parkinson's Disease,Autoimmune,4.63,14.01
2000,Parkinson's Disease,Cardiovascular,18.05,5.05
2000,Parkinson's Disease,Chronic,17.25,2.98
2000,Parkinson's Disease,Neurological,12.06,2.14
2000,Parkinson's Disease,Respiratory,4.74,2.86
2000,Polio,Bacterial,18.2,9.63
2000,Polio,Autoimmune,13.16,14.72
2000,Polio,Bacterial,17.7,12.68
2000,Polio,Infectious,11.24,3.51
2000,Polio,Parasitic,2.15,13.47
2000,Polio,Genetic,9.97,9.63
2000,Polio,Chronic,15.66,2.09
2000,Polio,Autoimmune,14.33,12.89
2000,Polio,Neurological,13.51,13.52
2000,Polio,Neurological,18.31,11.2
2000,Polio,Autoimmune,19.17,13.76
2000,Polio,Chronic,2.59,3.14
2000,Polio,Parasitic,6.55,9.98
2000,Polio,Parasitic,13.7,5.07
2000,Polio,Parasitic,1.81,13.55
2000,Polio,Metabolic,11.03,14.27
2000,Rabies,Respiratory,6.36,10.97
2000,Rabies,Bacterial,3.27,13.23
2000,Rabies,Cardiovascular,10.05,11.11
2000,Rabies,Genetic,17.46,3.65
2000,Rabies,Parasitic,1.74,13.72
2000,Rabies,Viral,13.07,4.31
2000,Rabies,Infectious,0.64,4.83
2000,Rabies,Infectious,7.88,5.72
2000,Rabies,Genetic,9.56,7.6
2000,Rabies,Viral,1.67,3.85
2000,Rabies,Viral,17.51,2.65
2000,Rabies,Neurological,14.68,9.22
2000,Rabies,Autoimmune,0.53,3.02
2000,Rabies,Neurological,16.45,1.9
2000,Tuberculosis,Infectious,9.51,12.11
2000,Tuberculosis,Viral,1.69,0.2
2000,Tuberculosis,Autoimmune,11.18,12.27
2000,Tuberculosis,Genetic,6.65,9.14
2000,Tuberculosis,Metabolic,4.0,11.03
2000,Tuberculosis,Neurological,16.81,0.63
2000,Tuberculosis,Metabolic,7.56,5.7
2000,Zika,Viral,4.88,7.8
2000,Zika,Bacterial,14.27,0.93
2000,Zika,Viral,8.48,10.17
2000,Zika,Metabolic,12.45,5.31
2000,Zika,Bacterial,11.61,5.06
2000,Zika,Parasitic,7.95,13.47
2000,Zika,Bacterial,16.97,7.28
2000,Zika,Cardiovascular,1.87,14.92
2000,Zika,Respiratory,16.34,6.22
2000,Zika,Metabolic,15.56,0.71
2000,Zika,Respiratory,16.07,3.04
2000,Zika,Parasitic,7.42,6.97
2000,Zika,Respiratory,2.43,0.47
2000,Alzheimer's Disease,Genetic,18.52,12.89
2000,Alzheimer's Disease,Infectious,14.74,11.42
2000,Alzheimer's Disease,Infectious,1.08,2.52
2000,Alzheimer's Disease,Cardiovascular,5.45,11.65
2000,Alzheimer's Disease,Parasitic,0.68,11.7
2000,Alzheimer's Disease,Parasitic,13.81,6.4
2000,Alzheimer's Disease,Respiratory,7.7,2.92
2000,Alzheimer's Disease,Metabolic,2.77,0.18
2000,Alzheimer's Disease,Infectious,5.78,5.21
2000,Alzheimer's Disease,Respiratory,12.3,8.28
2000,Alzheimer's Disease,Bacterial,13.08,4.02
2000,Alzheimer's Disease,Genetic,10.45,5.54
2000,Alzheimer's Disease,Autoimmune,1.7,8.22
2000,Alzheimer's Disease,Respiratory,1.86,12.08
2000,Alzheimer's Disease,Viral,8.96,6.67
2000,Asthma,Neurological,10.98,6.21
2000,Asthma,Bacterial,6.85,5.88
2000,Asthma,Neurological,17.73,6.66
2000,Asthma,Neurological,16.4,11.47
2000,Asthma,Autoimmune,12.14,3.07
2000,Asthma,Infectious,12.89,12.39
2000,Asthma,Autoimmune,14.34,9.64
2000,Asthma,Genetic,3.48,1.82
2000,Asthma,Chronic,18.83,1.16
2000,Asthma,Infectious,11.98,13.9
2000,COVID-19,Infectious,11.27,3.09
2000,COVID-19,Neurological,11.25,1.5
2000,COVID-19,Neurological,9.36,13.32
2000,COVID-19,Autoimmune,17.91,12.96
2000,COVID-19,Genetic,18.13,11.07
2000,COVID-19,Neurological,14.37,13.01
2000,COVID-19,Cardiovascular,17.02,0.79
2000,COVID-19,Parasitic,18.72,1.36
2000,COVID-19,Viral,7.58,1.72
2000,COVID-19,Genetic,13.34,1.94
2000,COVID-19,Bacterial,15.67,3.4
2000,COVID-19,Parasitic,11.06,7.08
2000,COVID-19,Viral,2.67,5.92
2000,COVID-19,Bacterial,17.27,5.51
2000,COVID-19,Cardiovascular,5.0,1.55
2000,COVID-19,Chronic,6.56,13.64
2000,COVID-19,Viral,5.68,7.44
2000,COVID-19,Cardiovascular,12.2,10.31
2000,Cancer,Viral,8.97,13.71
2000,Cancer,Cardiovascular,9.03,14.35
2000,Cancer,Neurological,13.05,8.42
2000,Cancer,Cardiovascular,3.74,13.15
2000,Cancer,Respiratory,12.43,10.19
2000,Cancer,Cardiovascular,7.87,6.18
2000,Cancer,Parasitic,5.87,2.83
2000,Cancer,Autoimmune,5.59,9.49
2000,Cancer,Neurological,1.26,8.06
2000,Cancer,Genetic,3.71,4.46
2000,Cancer,Bacterial,16.05,2.72
2000,Cancer,Genetic,3.52,7.96
2000,Cancer,Infectious,4.0,8.0
2000,Cancer,Cardiovascular,3.98,1.67
2000,Cancer,Viral,5.5,8.69
2000,Cancer,Autoimmune,2.93,9.51
2000,Cancer,Respiratory,0.27,9.44
2000,Cholera,Chronic,11.3,11.85
2000,Cholera,Viral,19.44,7.4
2000,Cholera,Metabolic,5.63,5.87
2000,Cholera,Bacterial,9.83,8.1
2000,Cholera,Chronic,6.82,4.16
2000,Cholera,Genetic,14.59,3.63
2000,Cholera,Cardiovascular,0.61,3.15
2000,Cholera,Respiratory,16.67,4.44
2000,Cholera,Respiratory,17.34,5.26
2000,Cholera,Genetic,17.8,11.47
2000,Cholera,Autoimmune,1.81,7.98
2000,Cholera,Genetic,2.32,10.38
2000,Cholera,Parasitic,7.04,0.6
2000,Cholera,Viral,3.63,7.67
2000,Dengue,Respiratory,3.98,2.84
2000,Dengue,Cardiovascular,7.31,0.61
2000,Dengue,Parasitic,0.79,7.57
2000,Dengue,Infectious,6.54,6.21
2000,Dengue,Parasitic,11.71,4.23
2000,Dengue,Respiratory,12.91,13.55
2000,Dengue,Infectious,10.16,4.56
2000,Dengue,Bacterial,11.83,1.9
2000,Dengue,Bacterial,0.62,3.21
2000,Dengue,Genetic,19.06,8.75
2000,Dengue,Parasitic,8.32,10.81
2000,Diabetes,Metabolic,19.57,14.9
2000,Diabetes,Neurological,16.16,11.79
2000,Diabetes,Parasitic,4.26,7.95
2000,Diabetes,Cardiovascular,3.73,6.04
2000,Diabetes,Autoimmune,0.6,0.62
2000,Diabetes,Respiratory,17.99,8.06
2000,Diabetes,Parasitic,1.19,14.73
2000,Diabetes,Genetic,7.0,2.33
2000,Diabetes,Cardiovascular,10.95,11.64
2000,Diabetes,Viral,6.61,5.74
2000,Diabetes,Bacterial,5.5,8.63
2000,Diabetes,Autoimmune,17.2,0.64
2000,Ebola,Genetic,14.05,7.79
2000,Ebola,Viral,14.57,6.97
2000,Ebola,Chronic,12.36,10.75
2000,Ebola,Respiratory,19.15,11.3
2000,Ebola,Cardiovascular,2.79,9.12
2000,Ebola,Genetic,1.64,4.91
2000,Ebola,Viral,3.95,5.44
2000,Ebola,Bacterial,6.31,11.03
2000,Ebola,Parasitic,15.69,7.74
2000,Ebola,Autoimmune,0.28,8.9
2000,Ebola,Viral,3.13,10.73
2000,Ebola,Viral,2.11,9.37
2000,Ebola,Cardiovascular,4.85,2.71
2000,Ebola,Parasitic,3.87,10.83
2000,Ebola,Genetic,6.64,10.13
2000,Ebola,Parasitic,3.11,9.74
2000,Ebola,Infectious,5.85,11.56
2000,Ebola,Neurological,13.37,8.64
2000,Ebola,Parasitic,11.14,9.7
2000,HIV/AIDS,Autoimmune,8.33,12.41
2000,HIV/AIDS,Viral,18.57,1.55
2000,HIV/AIDS,Genetic,3.14,11.54
2000,HIV/AIDS,Cardiovascular,8.72,8.17
2000,HIV/AIDS,Bacterial,19.14,2.6
2000,HIV/AIDS,Metabolic,11.97,10.34
2000,HIV/AIDS,Genetic,14.84,5.01
2000,HIV/AIDS,Neurological,2.31,10.69
2000,Hepatitis,Parasitic,17.55,14.66
2000,Hepatitis,Cardiovascular,6.1,4.84
2000,Hepatitis,Chronic,7.27,8.39
2000,Hepatitis,Autoimmune,3.42,2.4
2000,Hepatitis,Chronic,18.63,14.89
2000,Hepatitis,Chronic,10.87,7.88
2000,Hepatitis,Viral,14.55,8.42
2000,Hepatitis,Viral,12.7,11.03
2000,Hepatitis,Genetic,15.11,5.7
2000,Hepatitis,Viral,6.16,7.9
2000,Hepatitis,Genetic,5.09,9.53
2000,Hepatitis,Cardiovascular,0.22,12.2
2000,Hepatitis,Metabolic,4.17,8.67
2000,Hypertension,Genetic,4.04,4.51
2000,Hypertension,Bacterial,18.05,0.77
2000,Hypertension,Cardiovascular,5.63,8.52
2000,Hypertension,Infectious,15.67,11.56
2000,Hypertension,Neurological,9.53,13.51
2000,Hypertension,Cardiovascular,9.59,7.64
2000,Hypertension,Autoimmune,9.1,5.58
2000,Hypertension,Metabolic,17.87,2.12
2000,Hypertension,Respiratory,8.4,13.82
2000,Hypertension,Viral,11.96,4.53
2000,Hypertension,Infectious,0.45,6.75
2000,Hypertension,Respiratory,2.52,2.97
2000,Hypertension,Genetic,4.54,13.27
2000,Influenza,Metabolic,18.75,1.65
2000,Influenza,Infectious,13.5,0.62
2000,Influenza,Viral,11.51,5.46
2000,Influenza,Genetic,3.73,3.72
2000,Influenza,Infectious,16.83,2.45
2000,Influenza,Metabolic,7.74,5.56
2000,Influenza,Bacterial,4.52,10.82
2000,Influenza,Cardiovascular,2.84,13.33
2000,Influenza,Neurological,16.52,7.76
2000,Influenza,Parasitic,6.44,9.99
2000,Influenza,Genetic,5.76,5.38
2000,Influenza,Autoimmune,3.92,6.53
2000,Influenza,Cardiovascular,8.81,10.61
2000,Influenza,Respiratory,7.28,14.73
2000,Influenza,Viral,2.14,1.86
2000,Leprosy,Parasitic,7.34,9.83
2000,Leprosy,Cardiovascular,10.97,5.9
2000,Leprosy,Bacterial,16.64,12.74
2000,Leprosy,Metabolic,7.06,1.12
2000,Leprosy,Viral,9.41,1.6
2000,Leprosy,Respiratory,10.91,10.03
2000,Leprosy,Chronic,8.33,5.38
2000,Leprosy,Bacterial,1.21,7.57
2000,Leprosy,Neurological,13.33,7.04
2000,Malaria,Metabolic,8.71,2.28
2000,Malaria,Autoimmune,16.3,11.9
2000,Malaria,Parasitic,6.91,5.55
2000,Malaria,Viral,0.98,1.77
2000,Malaria,Autoimmune,7.55,3.16
2000,Malaria,Autoimmune,6.54,7.53
2000,Malaria,Viral,7.23,3.1
2000,Malaria,Bacterial,9.24,10.29
2000,Malaria,Genetic,15.33,1.73
2000,Malaria,Neurological,18.7,4.63
2000,Malaria,Autoimmune,0.44,10.69
2000,Malaria,Bacterial,15.72,4.38
2000,Malaria,Bacterial,5.52,13.9
2000,Malaria,Metabolic,1.54,2.68
2000,Malaria,Autoimmune,17.27,10.69
2000,Malaria,Respiratory,6.42,11.0
2000,Malaria,Bacterial,4.33,9.58
2000,Malaria,Neurological,19.56,13.89
2000,Malaria,Parasitic,6.56,0.68
2000,Malaria,Autoimmune,11.33,0.43
2000,Malaria,Chronic,7.64,1.89
2000,Malaria,Metabolic,0.51,2.0
2000,Malaria,Cardiovascular,9.48,14.22
2000,Measles,Bacterial,19.56,14.38
2000,Measles,Autoimmune,6.31,10.18
2000,Measles,Genetic,8.33,1.95
2000,Measles,Viral,15.53,10.38
2000,Measles,Parasitic,18.02,3.2
2000,Measles,Genetic,2.61,3.33
2000,Measles,Autoimmune,14.89,5.27
2000,Measles,Respiratory,17.49,7.77
2000,Measles,Parasitic,6.7,0.58
2000,Parkinson's Disease,Genetic,15.06,1.51
2000,Parkinson's Disease,Neurological,16.7,12.84
2000,Parkinson's Disease,Respiratory,7.07,2.78
2000,Parkinson's Disease,Chronic,4.5,1.09
2000,Parkinson's Disease,Autoimmune,16.78,3.26
2000,Parkinson's Disease,Viral,15.32,2.35
2000,Parkinson's Disease,Cardiovascular,4.86,2.16
2000,Parkinson's Disease,Parasitic,14.45,8.37
2000,Parkinson's Disease,Infectious,9.42,0.2
2000,Parkinson's Disease,Neurological,5.75,4.02
2000,Parkinson's Disease,Neurological,0.31,6.24
2000,Parkinson's Disease,Genetic,14.86,9.95
2000,Parkinson's Disease,Cardiovascular,4.31,7.0
2000,Polio,Genetic,5.18,14.76
2000,Polio,Cardiovascular,4.93,13.61
2000,Polio,Bacterial,14.35,5.98
2000,Polio,Neurological,1.9,14.56
2000,Polio,Cardiovascular,2.92,3.75
2000,Polio,Autoimmune,18.36,3.42
2000,Polio,Bacterial,18.27,8.39
2000,Polio,Metabolic,12.65,5.53
2000,Polio,Cardiovascular,15.02,2.29
2000,Polio,Viral,13.67,8.96
2000,Polio,Infectious,0.21,6.67
2000,Polio,Neurological,8.84,6.5
2000,Polio,Viral,8.52,11.02
2000,Polio,Cardiovascular,10.96,8.92
2000,Polio,Chronic,16.63,0.64
2000,Rabies,Metabolic,11.46,9.32
2000,Rabies,Parasitic,7.65,14.21
2000,Rabies,Parasitic,9.53,6.11
2000,Rabies,Respiratory,13.75,3.53
2000,Rabies,Infectious,8.18,4.04
2000,Rabies,Viral,9.05,6.29
2000,Rabies,Cardiovascular,16.4,13.28
2000,Rabies,Infectious,3.96,8.65
2000,Rabies,Infectious,13.01,6.25
2000,Tuberculosis,Metabolic,18.78,4.87
2000,Tuberculosis,Cardiovascular,19.43,3.99
2000,Tuberculosis,Genetic,4.85,4.17
2000,Tuberculosis,Parasitic,15.86,0.63
2000,Tuberculosis,Respiratory,14.0,14.42
2000,Tuberculosis,Respiratory,3.0,2.66
2000,Tuberculosis,Parasitic,15.26,2.12
2000,Tuberculosis,Chronic,6.6,1.03
2000,Tuberculosis,Cardiovascular,9.46,12.32
2000,Tuberculosis,Respiratory,8.42,7.04
2000,Tuberculosis,Genetic,14.36,5.9
2000,Zika,Infectious,0.57,3.51
2000,Zika,Cardiovascular,17.09,9.17
2000,Zika,Genetic,11.14,2.16
2000,Zika,Bacterial,10.58,13.88
2000,Zika,Respiratory,7.74,3.34
2000,Zika,Autoimmune,12.05,1.48
2000,Zika,Genetic,11.21,8.4
2000,Zika,Viral,0.43,1.54
2000,Zika,Chronic,5.39,5.32
2000,Zika,Metabolic,4.44,13.92
2000,Zika,Neurological,12.04,10.9
2000,Zika,Genetic,0.85,10.54
2000,Zika,Autoimmune,10.08,7.4
2000,Zika,Viral,0.46,2.27
2000,Zika,Viral,11.89,5.81
2000,Zika,Neurological,4.56,7.82
2000,Alzheimer's Disease,Chronic,5.64,12.38
2000,Alzheimer's Disease,Respiratory,13.69,9.52
2000,Alzheimer's Disease,Chronic,8.83,7.91
2000,Alzheimer's Disease,Metabolic,11.25,7.61
2000,Alzheimer's Disease,Respiratory,4.48,10.81
2000,Alzheimer's Disease,Parasitic,6.13,2.59
2000,Alzheimer's Disease,Parasitic,19.36,2.15
2000,Alzheimer's Disease,Bacterial,1.43,11.97
2000,Alzheimer's Disease,Autoimmune,3.33,7.49
2000,Alzheimer's Disease,Cardiovascular,9.74,0.73
2000,Alzheimer's Disease,Chronic,10.25,2.45
2000,Asthma,Bacterial,1.99,11.8
2000,Asthma,Parasitic,11.79,4.58
2000,Asthma,Autoimmune,1.9,8.2
2000,Asthma,Genetic,13.73,9.95
2000,Asthma,Viral,11.75,9.87
2000,Asthma,Respiratory,13.31,8.58
2000,Asthma,Cardiovascular,3.48,6.85
2000,Asthma,Bacterial,18.69,10.96
2000,Asthma,Metabolic,17.99,0.71
2000,Asthma,Infectious,17.33,12.44
2000,Asthma,Metabolic,15.88,7.12
2000,COVID-19,Metabolic,15.42,14.03
2000,COVID-19,Genetic,8.6,4.57
2000,COVID-19,Chronic,1.29,14.08
2000,COVID-19,Viral,12.28,4.09
2000,COVID-19,Metabolic,0.44,4.95
2000,COVID-19,Parasitic,18.3,7.76
2000,Cancer,Genetic,3.78,10.07
2000,Cancer,Viral,16.23,13.12
2000,Cancer,Parasitic,8.64,1.01
2000,Cancer,Infectious,3.44,5.39
2000,Cancer,Bacterial,1.36,14.67
2000,Cancer,Viral,7.58,3.04
2000,Cancer,Genetic,8.81,14.04
2000,Cancer,Parasitic,14.47,1.39
2000,Cancer,Respiratory,6.33,1.33
2000,Cancer,Bacterial,15.59,2.86
2000,Cancer,Bacterial,9.86,3.64
2000,Cancer,Viral,1.69,3.37
2000,Cancer,Neurological,3.18,12.61
2000,Cancer,Viral,3.56,8.97
2000,Cancer,Genetic,9.4,3.65
2000,Cholera,Neurological,16.81,1.13
2000,Cholera,Cardiovascular,3.66,10.75
2000,Cholera,Viral,13.93,13.22
2000,Cholera,Cardiovascular,15.56,12.49
2000,Cholera,Autoimmune,13.73,6.19
2000,Cholera,Cardiovascular,11.29,5.17
2000,Cholera,Cardiovascular,14.84,1.05
2000,Cholera,Neurological,6.06,1.13
2000,Cholera,Cardiovascular,12.45,6.25
2000,Cholera,Cardiovascular,16.75,0.82
2000,Cholera,Neurological,17.89,10.17
2000,Cholera,Cardiovascular,0.39,2.52
2000,Cholera,Autoimmune,18.02,6.09
2000,Cholera,Respiratory,9.22,9.69
2000,Cholera,Autoimmune,3.88,11.78
2000,Dengue,Genetic,8.77,7.99
2000,Dengue,Parasitic,0.35,1.6
2000,Dengue,Cardiovascular,10.11,2.6
2000,Dengue,Chronic,18.61,7.94
2000,Dengue,Infectious,8.05,13.53
2000,Dengue,Respiratory,8.7,0.86
2000,Dengue,Autoimmune,6.9,9.36
2000,Dengue,Autoimmune,12.5,8.65
2000,Dengue,Genetic,11.42,4.84
2000,Dengue,Parasitic,15.42,10.23
2000,Dengue,Cardiovascular,15.65,14.42
2000,Dengue,Infectious,19.61,3.18
2000,Dengue,Bacterial,0.69,4.89
2000,Dengue,Viral,2.16,14.12
2000,Diabetes,Chronic,11.91,5.23
2000,Diabetes,Autoimmune,4.99,1.88
2000,Diabetes,Infectious,9.39,8.16
2000,Diabetes,Respiratory,18.8,12.35
2000,Diabetes,Chronic,6.71,10.02
2000,Diabetes,Genetic,14.8,7.06
2000,Diabetes,Respiratory,9.44,2.08
2000,Diabetes,Infectious,14.42,3.82
2000,Diabetes,Viral,12.78,0.53
2000,Diabetes,Metabolic,10.19,8.33
2000,Diabetes,Infectious,19.06,3.89
2000,Diabetes,Genetic,7.22,3.83
2000,Diabetes,Bacterial,16.79,0.11
