year,disease_name,disease_category,prevalence_rate,incidence_rate
2000,Tuberculosis,Respiratory,11.51,1.26
2000,HIV/AIDS,Chronic,14.99,9.86
2000,HIV/AIDS,Bacterial,16.01,10.11
2000,Hepatitis,Autoimmune,9.18,5.33
2000,Tuberculosis,Autoimmune,8.46,5.59
2000,Zika,Cardiovascular,18.75,7.18
2000,Dengue,Respiratory,1.65,4.33
2000,Tuberculosis,Viral,10.97,8.98
2000,Parkinson's Disease,Chronic,13.61,4.69
2000,Alzheimer's Disease,Respiratory,7.38,1.17
2000,Ebola,Autoimmune,1.06,6.69
2000,Parkinson's Disease,Metabolic,15.26,9.74
2000,Leprosy,Viral,8.7,0.65
2000,Parkinson's Disease,Cardiovascular,8.91,11.98
2000,Influenza,Cardiovascular,1.15,12.48
2000,Parkinson's Disease,Neurological,10.73,10.08
2000,Influenza,Respiratory,5.18,11.51
2000,COVID-19,Infectious,19.47,5.21
2000,Cholera,Neurological,19.31,11.62
2000,Influenza,Neurological,18.71,9.43
2000,Alzheimer's Disease,Chronic,19.41,1.9
2000,COVID-19,Chronic,11.46,5.09
2000,Parkinson's Disease,Infectious,10.88,3.24
2000,Measles,Neurological,10.7,10.32
2000,Dengue,Neurological,1.79,1.65
2000,Cholera,Respiratory,15.8,0.76
2000,COVID-19,Genetic,8.07,6.75
2000,Leprosy,Respiratory,13.9,4.09
2000,Cholera,Infectious,0.1,4.16
2000,Leprosy,Cardiovascular,0.8,11.48
2000,Asthma,Infectious,18.28,11.82
2000,Cancer,Parasitic,6.39,3.51
2000,Alzheimer's Disease,Respiratory,12.56,14.75
2000,Influenza,Respiratory,2.94,6.51
2000,Parkinson's Disease,Viral,9.69,3.93
2000,Hypertension,Genetic,17.77,12.87
2000,Polio,Infectious,2.52,4.4
2000,Polio,Chronic,12.29,4.71
2000,Tuberculosis,Genetic,14.95,12.17
2000,Zika,Parasitic,7.74,7.96
2000,Hypertension,Respiratory,10.44,4.0
2000,Hypertension,Viral,1.89,9.33
2000,Rabies,Viral,19.13,0.99
2000,Alzheimer's Disease,Chronic,14.24,12.93
2000,Hepatitis,Bacterial,2.2,6.07
2000,Ebola,Autoimmune,5.64,5.78
2000,Parkinson's Disease,Neurological,9.23,4.3
2000,Measles,Parasitic,6.98,0.66
2000,Alzheimer's Disease,Autoimmune,18.81,5.55
2000,Hypertension,Cardiovascular,17.84,8.22
2000,Influenza,Respiratory,0.31,8.5
2000,Hypertension,Cardiovascular,8.35,12.13
2000,Alzheimer's Disease,Genetic,5.18,14.29
2000,Leprosy,Autoimmune,2.28,8.79
2000,Hypertension,Bacterial,6.51,14.86
2000,COVID-19,Genetic,2.54,11.09
2000,Polio,Parasitic,8.22,3.29
2000,Cancer,Genetic,6.69,10.28
2000,COVID-19,Metabolic,9.1,9.68
2000,Parkinson's Disease,Respiratory,7.15,10.74
2000,Rabies,Bacterial,17.5,8.76
2000,Alzheimer's Disease,Genetic,11.3,2.24
2000,Alzheimer's Disease,Respiratory,5.75,12.2
2000,Measles,Respiratory,13.8,11.96
2000,Polio,Autoimmune,0.29,9.93
2000,Zika,Genetic,2.79,13.06
2000,Polio,Infectious,11.57,9.87
2000,Malaria,Chronic,14.54,6.02
2000,Zika,Respiratory,12.85,12.97
2000,Measles,Genetic,8.88,7.59
2000,Rabies,Neurological,0.41,7.59
2000,Zika,Autoimmune,0.64,14.45
2000,Leprosy,Chronic,1.66,5.09
2000,Hypertension,Genetic,9.49,5.93
2000,HIV/AIDS,Viral,7.39,1.92
2000,Influenza,Neurological,3.79,10.15
2000,Ebola,Autoimmune,4.96,0.69
2000,Malaria,Bacterial,19.7,3.28
2000,Measles,Cardiovascular,3.21,8.75
2000,Influenza,Autoimmune,2.77,3.08
2000,Rabies,Metabolic,0.2,13.87
2000,Leprosy,Cardiovascular,0.12,7.13
2000,Polio,Infectious,18.7,10.85
2000,Polio,Infectious,13.94,11.69
2000,Asthma,Bacterial,18.06,8.62
2000,Dengue,Infectious,4.79,13.82
2000,Leprosy,Autoimmune,1.44,10.35
2000,HIV/AIDS,Cardiovascular,9.68,3.1
2000,Cancer,Autoimmune,17.08,1.97
2000,Leprosy,Neurological,6.68,13.84
2000,Influenza,Chronic,18.77,1.6
2000,Rabies,Genetic,2.67,0.49
2000,COVID-19,Chronic,16.69,2.9
2000,COVID-19,Respiratory,16.28,3.46
2000,Parkinson's Disease,Chronic,4.87,14.87
2000,Asthma,Metabolic,14.81,14.01
2000,Influenza,Autoimmune,16.54,1.88
2000,Dengue,Chronic,15.42,1.94
2000,Dengue,Chronic,19.24,4.17
2000,Dengue,Infectious,11.13,7.67
2000,Cholera,Cardiovascular,18.09,3.83
2000,Hypertension,Respiratory,7.86,12.65
2000,Polio,Infectious,14.23,4.48
2000,Diabetes,Bacterial,6.61,9.83
2000,Hypertension,Metabolic,13.46,5.17
2000,Asthma,Chronic,19.04,14.68
2000,Influenza,Neurological,15.59,0.88
2000,Cholera,Respiratory,0.16,4.53
2000,Alzheimer's Disease,Cardiovascular,1.83,6.49
2000,Dengue,Metabolic,0.99,11.0
2000,Parkinson's Disease,Neurological,17.52,5.91
2000,Tuberculosis,Respiratory,6.73,10.1
2000,Cholera,Infectious,3.64,2.97
2000,Hypertension,Chronic,19.82,9.88
2000,Asthma,Infectious,13.95,10.54
2000,Influenza,Infectious,8.32,1.32
2000,Measles,Autoimmune,8.95,12.66
2000,Alzheimer's Disease,Bacterial,16.04,6.37
2000,Polio,Respiratory,13.96,5.86
2000,Dengue,Parasitic,8.07,3.48
2000,Alzheimer's Disease,Chronic,3.59,0.95
2000,Leprosy,Respiratory,19.04,10.67
2000,Hepatitis,Autoimmune,2.25,5.56
2000,Influenza,Bacterial,6.43,0.46
2000,Cancer,Bacterial,2.33,1.07
2000,Ebola,Metabolic,13.65,10.93
2000,Alzheimer's Disease,Neurological,6.96,9.47
2000,COVID-19,Viral,2.0,14.76
2000,Influenza,Chronic,8.67,3.89
2000,Hepatitis,Chronic,2.06,6.43
2000,Zika,Viral,5.71,7.39
2000,COVID-19,Viral,14.73,0.17
2000,Zika,Infectious,3.9,1.47
2000,Hypertension,Autoimmune,4.16,13.28
2000,Leprosy,Viral,16.72,6.3
2000,Hepatitis,Neurological,18.09,6.67
2000,Leprosy,Parasitic,9.72,9.03
2000,Parkinson's Disease,Viral,0.11,8.53
2000,Polio,Cardiovascular,3.33,13.79
2000,Tuberculosis,Chronic,12.1,0.45
2000,Measles,Chronic,18.88,6.78
2000,HIV/AIDS,Metabolic,18.09,10.43
2000,Hepatitis,Metabolic,5.68,14.01
2000,Hypertension,Respiratory,18.88,9.38
2000,Rabies,Genetic,0.81,10.25
2000,Leprosy,Chronic,2.67,0.88
2000,COVID-19,Neurological,13.76,2.85
2000,Measles,Bacterial,2.52,8.14
2000,COVID-19,Bacterial,8.99,5.64
2000,Asthma,Infectious,15.73,12.98
2000,Dengue,Neurological,1.39,8.41
2000,Hypertension,Bacterial,10.57,3.81
2000,Measles,Genetic,10.03,5.32
2000,Hypertension,Neurological,4.49,13.38
2000,Dengue,Infectious,17.53,7.41
2000,Measles,Bacterial,2.68,3.5
2000,Leprosy,Viral,3.15,5.73
2000,Parkinson's Disease,Viral,1.5,0.63
2000,Rabies,Cardiovascular,2.63,14.99
2000,Rabies,Genetic,17.16,9.64
2000,Dengue,Autoimmune,6.22,10.93
2000,Rabies,Bacterial,2.35,13.54
2000,Hepatitis,Respiratory,5.31,6.62
2000,Malaria,Viral,17.29,12.85
2000,Hepatitis,Autoimmune,13.1,2.63
2000,Leprosy,Chronic,17.09,1.35
2000,Leprosy,Respiratory,11.32,11.78
2000,COVID-19,Infectious,3.08,13.29
2000,Parkinson's Disease,Viral,3.07,4.35
2000,Polio,Metabolic,2.7,0.7
2000,Alzheimer's Disease,Viral,9.96,4.95
2000,Leprosy,Infectious,3.27,3.06
2000,Diabetes,Viral,17.08,6.9
2000,HIV/AIDS,Chronic,9.01,14.17
2000,Ebola,Parasitic,0.64,3.42
2000,Cholera,Genetic,9.69,1.98
2000,Zika,Neurological,10.48,6.08
2000,Dengue,Metabolic,2.05,13.1
2000,Zika,Neurological,6.98,8.41
2000,Diabetes,Viral,13.98,9.49
2000,Alzheimer's Disease,Infectious,18.59,11.78
2000,HIV/AIDS,Cardiovascular,5.8,11.61
2000,Diabetes,Metabolic,8.49,0.39
2000,Tuberculosis,Metabolic,12.79,1.81
2000,Cholera,Cardiovascular,4.03,14.58
2000,Rabies,Cardiovascular,16.58,10.83
2000,Diabetes,Infectious,17.73,4.22
2000,Polio,Respiratory,19.25,12.06
2000,Zika,Bacterial,12.85,5.13
2000,Parkinson's Disease,Metabolic,11.02,10.61
2000,Zika,Neurological,13.96,1.43
2000,Hypertension,Parasitic,19.21,4.15
2000,Parkinson's Disease,Viral,15.75,10.18
2000,Ebola,Neurological,12.23,1.13
2000,Rabies,Neurological,17.59,12.69
2000,Alzheimer's Disease,Bacterial,1.74,14.38
2000,Influenza,Respiratory,8.92,5.06
2000,Tuberculosis,Viral,0.78,2.4
2000,Zika,Neurological,1.15,1.44
2000,Hypertension,Neurological,3.66,14.69
2000,Ebola,Bacterial,16.86,13.39
2000,Hepatitis,Bacterial,3.34,10.05
2000,Diabetes,Metabolic,19.34,9.15
2000,Ebola,Bacterial,7.59,6.8
2000,Hepatitis,Infectious,5.03,4.54
2000,COVID-19,Respiratory,10.59,3.19
2000,Ebola,Parasitic,5.02,6.18
2000,Cholera,Viral,11.54,8.51
2000,Ebola,Bacterial,15.22,9.95
2000,Measles,Bacterial,16.79,14.57
2000,Influenza,Genetic,9.41,0.42
2000,Hypertension,Parasitic,10.12,14.31
2000,Parkinson's Disease,Respiratory,19.8,10.33
2000,Hepatitis,Metabolic,5.81,14.49
2000,Influenza,Neurological,15.19,4.77
2000,HIV/AIDS,Metabolic,12.72,1.24
2000,Leprosy,Respiratory,1.1,5.46
2000,Hypertension,Autoimmune,11.14,3.82
2000,Rabies,Bacterial,12.39,5.89
2000,Diabetes,Cardiovascular,11.95,7.92
2000,Zika,Cardiovascular,17.94,0.72
2000,Measles,Autoimmune,4.59,6.76
2000,Parkinson's Disease,Respiratory,4.45,2.51
2000,Polio,Genetic,5.92,0.32
2000,Cholera,Chronic,14.72,4.87
2000,Cholera,Metabolic,6.86,12.1
2000,Parkinson's Disease,Chronic,3.2,1.18
2000,Zika,Chronic,15.04,3.17
2000,Ebola,Parasitic,19.89,3.12
2000,COVID-19,Neurological,5.7,2.12
2000,Parkinson's Disease,Metabolic,4.45,8.52
2000,Alzheimer's Disease,Parasitic,7.54,8.8
2000,Cholera,Neurological,19.14,0.42
2000,Rabies,Parasitic,17.29,5.7
2000,Cancer,Cardiovascular,10.31,0.6
2000,Rabies,Chronic,2.78,10.7
2000,Hepatitis,Infectious,7.08,7.93
2000,Diabetes,Infectious,2.49,14.68
2000,Malaria,Chronic,12.72,3.74
2000,Influenza,Viral,4.41,12.46
2000,COVID-19,Respiratory,8.39,11.99
2000,Polio,Bacterial,18.14,14.82
2000,Parkinson's Disease,Infectious,13.29,9.98
2000,Parkinson's Disease,Neurological,5.06,4.24
2000,Cancer,Cardiovascular,2.38,4.37
2000,Dengue,Metabolic,1.74,2.76
2000,Diabetes,Viral,16.16,6.48
2000,Diabetes,Metabolic,12.35,10.15
2000,HIV/AIDS,Metabolic,5.15,1.92
2000,Malaria,Parasitic,4.51,14.89
2000,Leprosy,Chronic,14.7,14.36
2000,Polio,Cardiovascular,19.4,8.79
2000,Parkinson's Disease,Infectious,3.47,9.35
2000,Parkinson's Disease,Respiratory,3.63,13.75
2000,Measles,Genetic,14.05,11.43
2000,Rabies,Parasitic,7.51,3.97
2000,Leprosy,Viral,7.86,11.03
2000,Dengue,Autoimmune,3.6,13.97
2000,Dengue,Cardiovascular,17.52,14.29
2000,Malaria,Parasitic,6.22,5.5
2000,Dengue,Respiratory,19.98,8.32
2000,Zika,Viral,2.26,3.02
2000,Diabetes,Bacterial,5.01,9.29
2000,Hepatitis,Genetic,9.76,0.62
2000,Measles,Parasitic,4.46,3.65
2000,COVID-19,Bacterial,12.73,9.44
2000,Tuberculosis,Genetic,12.39,4.52
2000,Cholera,Respiratory,9.75,11.87
2000,Hypertension,Cardiovascular,19.7,6.99
2000,Tuberculosis,Infectious,14.74,0.76
2000,Polio,Respiratory,6.1,10.14
2000,Influenza,Bacterial,4.12,7.33
2000,Leprosy,Neurological,7.56,10.2
2000,Diabetes,Bacterial,4.15,11.75
2000,Measles,Neurological,19.51,4.77
2000,Cholera,Chronic,16.35,3.52
2000,Hepatitis,Viral,6.08,11.2
2000,Leprosy,Cardiovascular,5.01,12.46
2000,HIV/AIDS,Infectious,6.58,12.8
2000,Cholera,Respiratory,13.33,0.18
2000,Polio,Parasitic,10.42,6.27
2000,Zika,Cardiovascular,3.5,13.93
2000,Cancer,Chronic,9.59,6.92
2000,Dengue,Genetic,12.83,4.84
2000,Zika,Bacterial,3.83,8.13
2000,Cholera,Autoimmune,17.64,3.08
2000,HIV/AIDS,Cardiovascular,3.47,11.94
2000,Diabetes,Chronic,14.27,5.59
2000,Cancer,Autoimmune,9.2,2.1
2000,Asthma,Viral,3.92,5.82
2000,Leprosy,Chronic,7.76,5.3
2000,Cholera,Cardiovascular,11.32,8.97
2000,Hypertension,Respiratory,13.14,13.47
2000,Cholera,Autoimmune,8.49,6.39
2000,Alzheimer's Disease,Parasitic,16.18,5.31
2000,Influenza,Respiratory,14.19,14.54
2000,HIV/AIDS,Autoimmune,2.31,12.38
2000,COVID-19,Infectious,19.38,0.11
2000,Influenza,Genetic,11.44,1.3
2000,Tuberculosis,Infectious,3.05,14.73
2000,Dengue,Metabolic,7.54,9.56
2000,Cancer,Parasitic,5.69,2.66
2000,Dengue,Respiratory,18.56,4.29
2000,Measles,Bacterial,4.66,1.82
2000,Alzheimer's Disease,Parasitic,2.55,7.99
2000,Tuberculosis,Genetic,15.36,7.23
2000,Measles,Respiratory,19.25,14.11
2000,HIV/AIDS,Viral,4.97,3.23
2000,Dengue,Chronic,2.9,7.82
2000,Polio,Viral,2.17,0.22
2000,Measles,Autoimmune,18.82,8.84
2000,Ebola,Cardiovascular,17.84,9.94
2000,Parkinson's Disease,Autoimmune,16.33,4.1
2000,Asthma,Neurological,1.47,1.42
2000,Leprosy,Cardiovascular,8.03,2.2
2000,Cancer,Neurological,13.78,2.22
2000,Diabetes,Respiratory,5.91,11.17
2000,Hepatitis,Respiratory,13.81,8.27
2000,Measles,Bacterial,10.12,12.45
2000,Rabies,Metabolic,15.33,7.7
2000,Zika,Autoimmune,15.32,1.11
2000,Rabies,Cardiovascular,5.17,8.67
2000,Tuberculosis,Genetic,6.91,8.53
2000,Cholera,Genetic,16.57,5.16
2000,Ebola,Infectious,4.83,7.53
2000,Polio,Respiratory,17.25,9.71
2000,Hepatitis,Chronic,1.76,2.05
2000,Malaria,Viral,13.11,6.68
2000,Polio,Infectious,8.92,10.97
2000,Dengue,Bacterial,0.94,10.43
2000,Cancer,Parasitic,6.4,6.31
2000,Dengue,Parasitic,10.93,6.63
2000,Polio,Genetic,17.73,2.94
2000,HIV/AIDS,Neurological,7.03,4.55
2000,Parkinson's Disease,Bacterial,7.17,7.03
2000,Rabies,Autoimmune,17.59,5.2
2000,Ebola,Cardiovascular,0.51,1.48
2000,Rabies,Genetic,10.23,6.79
2000,COVID-19,Neurological,18.54,7.0
2000,Dengue,Autoimmune,7.11,5.62
2000,Asthma,Genetic,14.64,12.13
2000,Hypertension,Neurological,15.21,14.53
2000,Parkinson's Disease,Respiratory,13.83,9.41
2000,Hypertension,Genetic,5.84,13.88
2000,Hepatitis,Neurological,17.35,14.9
2000,Cholera,Cardiovascular,9.26,3.18
2000,Tuberculosis,Neurological,1.79,9.68
2000,Alzheimer's Disease,Parasitic,19.02,12.6
2000,Cancer,Genetic,6.93,4.43
2000,Rabies,Infectious,11.5,8.05
2000,COVID-19,Parasitic,12.88,0.9
2000,Hypertension,Bacterial,4.51,2.08
2000,Measles,Viral,6.8,14.47
2000,Cholera,Bacterial,18.82,6.71
2000,COVID-19,Infectious,8.04,1.54
2000,Measles,Bacterial,3.13,7.48
2000,Dengue,Chronic,18.47,4.23
2000,Zika,Cardiovascular,5.74,3.33
2000,Diabetes,Parasitic,10.23,2.13
2000,HIV/AIDS,Parasitic,14.75,14.58
2000,Leprosy,Bacterial,14.76,12.12
2000,Dengue,Genetic,2.33,14.55
2000,Hypertension,Cardiovascular,15.21,1.68
2000,Cancer,Parasitic,1.75,4.85
2000,Influenza,Parasitic,3.82,6.27
2000,Influenza,Respiratory,10.5,10.34
2000,Diabetes,Respiratory,1.16,12.94
2000,Asthma,Viral,10.39,0.28
2000,Tuberculosis,Bacterial,13.99,4.69
2000,Parkinson's Disease,Bacterial,7.21,3.02
2000,Alzheimer's Disease,Bacterial,0.96,7.82
2000,Dengue,Genetic,16.52,12.0
2000,Cholera,Neurological,11.6,13.16
2000,Parkinson's Disease,Genetic,7.35,5.48
2000,Asthma,Infectious,14.9,11.1
2000,Alzheimer's Disease,Cardiovascular,8.34,8.96
2000,Ebola,Parasitic,15.2,8.88
2000,Dengue,Bacterial,3.75,3.53
2000,Tuberculosis,Parasitic,0.92,0.82
2000,Parkinson's Disease,Bacterial,1.33,6.37
2000,Leprosy,Infectious,18.53,9.26
2000,Parkinson's Disease,Autoimmune,8.71,5.64
2000,Alzheimer's Disease,Autoimmune,12.52,6.73
2000,Malaria,Autoimmune,5.66,5.26
2000,Parkinson's Disease,Neurological,11.2,6.38
2000,Cholera,Chronic,15.39,2.73
2000,Measles,Genetic,16.68,4.12
2000,Tuberculosis,Parasitic,3.84,5.66
2000,Dengue,Bacterial,1.94,12.56
2000,Influenza,Neurological,18.38,10.13
2000,Ebola,Cardiovascular,12.02,10.1
2000,Hepatitis,Genetic,15.61,4.55
2000,Asthma,Viral,2.98,2.36
2000,Tuberculosis,Bacterial,12.02,4.23
2000,HIV/AIDS,Bacterial,4.32,2.54
2000,Parkinson's Disease,Metabolic,5.75,11.83
2000,Rabies,Neurological,5.75,4.53
2000,Hypertension,Parasitic,1.4,11.16
2000,Malaria,Viral,10.68,4.31
2000,Zika,Respiratory,6.42,5.32
2000,Polio,Genetic,6.02,14.81
2000,Polio,Genetic,8.39,11.16
2000,Influenza,Respiratory,13.9,8.84
2000,Tuberculosis,Bacterial,3.19,3.28
2000,HIV/AIDS,Infectious,15.65,13.48
2000,Polio,Infectious,14.67,2.72
2000,Alzheimer's Disease,Infectious,16.19,6.67
2000,Diabetes,Chronic,8.19,12.71
2000,Zika,Metabolic,14.29,6.63
2000,Tuberculosis,Genetic,15.43,11.37
2000,Parkinson's Disease,Bacterial,12.69,10.74
2000,Hypertension,Cardiovascular,18.61,7.35
2000,Cancer,Genetic,17.44,8.22
2000,Asthma,Respiratory,16.06,9.73
2000,Polio,Cardiovascular,8.92,9.18
2000,COVID-19,Cardiovascular,12.63,3.37
2000,Leprosy,Viral,4.09,1.61
2000,Asthma,Parasitic,4.93,5.24
2000,HIV/AIDS,Parasitic,10.57,11.2
2000,Cholera,Viral,7.02,5.4
2000,Hepatitis,Metabolic,11.81,1.62
2000,Leprosy,Viral,10.16,4.39
2000,Malaria,Bacterial,6.37,8.33
2000,Rabies,Infectious,11.46,14.07
2000,Zika,Respiratory,14.26,10.71
2000,COVID-19,Bacterial,18.53,10.45
2000,Leprosy,Parasitic,13.01,9.7
2000,Alzheimer's Disease,Viral,2.31,9.76
2000,Zika,Genetic,3.61,3.21
2000,Alzheimer's Disease,Autoimmune,6.77,2.83
2000,Rabies,Infectious,19.84,9.88
2000,Zika,Infectious,1.16,4.01
2000,Zika,Metabolic,15.3,13.65
2000,HIV/AIDS,Chronic,15.7,14.01
2000,Measles,Metabolic,2.67,9.23
2000,Ebola,Autoimmune,7.28,2.26
2000,Hypertension,Neurological,16.89,0.29
2000,Diabetes,Parasitic,3.31,8.09
2000,Hepatitis,Infectious,6.65,10.94
2000,Rabies,Chronic,11.52,1.49
2000,Measles,Viral,7.19,2.86
2000,Asthma,Parasitic,8.92,2.17
2000,Alzheimer's Disease,Respiratory,3.33,5.5
2000,Zika,Metabolic,0.38,9.62
2000,Diabetes,Bacterial,10.29,4.04
2000,Cholera,Autoimmune,1.06,12.21
2000,Malaria,Metabolic,4.25,5.86
2000,COVID-19,Neurological,6.03,11.35
2000,Alzheimer's Disease,Respiratory,5.02,14.38
2000,Parkinson's Disease,Viral,8.53,0.29
2000,Hepatitis,Genetic,14.79,1.32
2000,Ebola,Genetic,15.61,0.7
2000,Cholera,Genetic,15.81,8.17
2000,Polio,Viral,11.05,13.07
2000,Cancer,Viral,5.98,4.87
2000,Malaria,Parasitic,15.67,5.37
2000,Zika,Parasitic,0.84,11.27
2000,Polio,Autoimmune,6.87,3.9
2000,COVID-19,Chronic,9.32,4.17
2000,Influenza,Metabolic,12.12,5.29
2000,Zika,Chronic,14.48,2.89
2000,Parkinson's Disease,Chronic,5.85,4.85
2000,Cancer,Genetic,0.86,1.98
2000,Tuberculosis,Viral,12.65,12.34
2000,Cancer,Autoimmune,10.39,8.14
2000,Diabetes,Parasitic,0.86,1.92
2000,Hepatitis,Neurological,2.85,11.9
2000,Influenza,Respiratory,17.52,11.93
2000,Leprosy,Viral,12.56,4.92
2000,Tuberculosis,Bacterial,14.62,3.01
2000,Measles,Viral,8.06,5.28
2000,Alzheimer's Disease,Bacterial,11.17,13.3
2000,Measles,Metabolic,5.28,8.3
2000,Rabies,Parasitic,18.8,6.0
2000,Rabies,Chronic,0.29,0.19
2000,Cancer,Cardiovascular,10.37,5.14
2000,COVID-19,Chronic,19.77,9.84
2000,Asthma,Chronic,3.15,6.34
2000,Leprosy,Bacterial,2.27,9.65
2000,Rabies,Metabolic,11.49,12.11
2000,Hepatitis,Viral,17.36,5.86
2000,Diabetes,Autoimmune,7.53,6.33
2000,Rabies,Bacterial,17.81,4.24
2000,Ebola,Chronic,5.89,12.27
2000,HIV/AIDS,Autoimmune,18.26,5.47
2000,Cancer,Cardiovascular,5.8,6.4
2000,Tuberculosis,Autoimmune,0.98,13.62
2000,Diabetes,Genetic,18.84,0.58
2000,Cholera,Respiratory,14.13,4.85
2000,Hepatitis,Genetic,6.88,11.24
2000,COVID-19,Genetic,11.59,11.02
2000,Tuberculosis,Cardiovascular,0.56,10.36
2000,COVID-19,Chronic,9.06,10.46
2000,Cholera,Infectious,13.22,9.11
2000,Polio,Neurological,0.53,8.43
2000,Parkinson's Disease,Metabolic,6.5,4.43
2000,Hypertension,Autoimmune,9.45,11.0
2000,Measles,Infectious,18.63,11.2
2000,Alzheimer's Disease,Viral,5.97,1.72
2000,Zika,Neurological,9.53,14.81
2000,Polio,Respiratory,12.1,5.49
2000,Parkinson's Disease,Chronic,12.26,14.01
2000,Parkinson's Disease,Genetic,17.07,6.1
2000,Alzheimer's Disease,Respiratory,2.05,0.41
2000,Asthma,Respiratory,7.42,4.65
2000,Influenza,Infectious,17.3,7.32
2000,Malaria,Bacterial,15.32,8.25
2000,Hypertension,Neurological,18.46,12.8
2000,Hypertension,Chronic,16.49,2.17
2000,Zika,Genetic,17.39,14.6
2000,Cancer,Genetic,3.02,0.28
2000,COVID-19,Viral,4.35,4.33
2000,Parkinson's Disease,Genetic,6.6,10.52
2000,Cancer,Genetic,9.35,11.15
2000,Rabies,Autoimmune,8.72,9.44
2000,Alzheimer's Disease,Bacterial,16.02,10.67
2000,Asthma,Chronic,8.76,6.96
2000,Diabetes,Chronic,9.47,14.05
2000,Tuberculosis,Infectious,12.75,12.41
2000,COVID-19,Cardiovascular,15.91,1.42
2000,Malaria,Chronic,11.63,3.49
2000,Malaria,Neurological,5.12,12.61
2000,Alzheimer's Disease,Neurological,4.53,7.38
2000,Cholera,Respiratory,6.86,2.57
2000,Measles,Metabolic,14.33,7.81
2000,Tuberculosis,Bacterial,16.75,5.85
2000,Hypertension,Autoimmune,1.07,6.77
2000,COVID-19,Chronic,9.61,12.06
2000,Zika,Cardiovascular,7.54,1.07
2000,Rabies,Autoimmune,17.42,3.57
2000,HIV/AIDS,Autoimmune,3.33,9.13
2000,Cholera,Genetic,9.63,9.21
2000,Ebola,Respiratory,12.05,5.7
2000,HIV/AIDS,Respiratory,1.82,5.88
2000,Dengue,Viral,13.42,13.83
2000,COVID-19,Chronic,17.56,10.94
2000,Rabies,Neurological,3.18,1.72
2000,Ebola,Parasitic,8.83,4.63
2000,Alzheimer's Disease,Cardiovascular,1.26,4.12
2000,Hepatitis,Genetic,7.05,3.08
2000,Cancer,Bacterial,1.36,0.88
2000,HIV/AIDS,Chronic,16.6,9.52
2000,Malaria,Autoimmune,3.0,12.17
