year,disease_name,disease_category,prevalence_rate,incidence_rate
2000,Diabetes,Parasitic,7.84,11.21
2000,Asthma,Cardiovascular,2.14,11.55
2000,Leprosy,Respiratory,4.4,3.91
2000,Cancer,Respiratory,5.01,12.8
2000,Zika,Chronic,1.84,10.02
2000,Measles,Cardiovascular,6.19,13.23
2000,Hypertension,Neurological,3.1,14.01
2000,Diabetes,Parasitic,7.13,0.86
2000,HIV/AIDS,Chronic,5.28,14.37
2000,Hepatitis,Autoimmune,19.56,8.02
2000,Measles,Autoimmune,10.47,2.75
2000,Hypertension,Genetic,5.77,7.07
2000,Tuberculosis,Metabolic,4.61,11.53
2000,Leprosy,Neurological,18.57,1.91
2000,COVID-19,Autoimmune,0.98,11.08
2000,Influenza,Infectious,6.05,0.33
2000,Hypertension,Autoimmune,11.93,14.1
2000,Dengue,Cardiovascular,18.8,1.11
2000,Dengue,Chronic,13.24,2.2
2000,Ebola,Autoimmune,1.7,6.51
2000,Parkinson's Disease,Metabolic,6.3,4.26
2000,HIV/AIDS,Neurological,16.35,3.19
2000,Parkinson's Disease,Bacterial,1.0,13.33
2000,Malaria,Metabolic,11.87,5.52
2000,Rabies,Neurological,2.87,8.33
2000,Diabetes,Parasitic,8.71,5.86
2000,Ebola,Respiratory,0.23,8.58
2000,COVID-19,Respiratory,8.27,2.9
2000,Ebola,Neurological,1.65,12.44
2000,Hepatitis,Genetic,1.46,8.45
2000,Ebola,Respiratory,13.51,5.91
2000,Zika,Cardiovascular,18.5,8.08
2000,Cholera,Bacterial,2.06,5.1
2000,COVID-19,Genetic,16.23,2.48
2000,Malaria,Autoimmune,11.1,14.71
2000,Tuberculosis,Chronic,2.75,1.98
2000,Diabetes,Viral,5.68,11.89
2000,Tuberculosis,Autoimmune,19.3,2.52
2000,HIV/AIDS,Chronic,16.86,0.97
2000,Influenza,Genetic,13.17,4.79
2000,COVID-19,Viral,8.76,0.58
2000,Ebola,Respiratory,10.39,5.89
2000,Diabetes,Parasitic,9.98,10.6
2000,Parkinson's Disease,Respiratory,2.16,13.58
2000,Influenza,Neurological,2.55,10.91
2000,COVID-19,Genetic,15.02,12.78
2000,Zika,Genetic,14.4,7.9
2000,Cancer,Bacterial,2.01,3.08
2000,Tuberculosis,Cardiovascular,6.12,2.19
2000,Tuberculosis,Metabolic,18.89,1.02
2000,Polio,Respiratory,12.49,8.99
2000,Asthma,Genetic,9.65,13.3
2000,Parkinson's Disease,Neurological,18.16,13.1
2000,Diabetes,Bacterial,4.84,1.95
2000,Alzheimer's Disease,Neurological,10.22,12.42
2000,Malaria,Bacterial,11.12,3.2
2000,HIV/AIDS,Autoimmune,7.46,8.24
2000,Hepatitis,Infectious,16.82,9.81
2000,Diabetes,Respiratory,4.69,7.19
2000,Polio,Genetic,7.4,8.93
2000,Tuberculosis,Infectious,11.29,14.8
2000,Influenza,Bacterial,7.61,13.63
2000,Alzheimer's Disease,Infectious,4.04,4.54
2000,Ebola,Metabolic,13.99,0.69
2000,Hepatitis,Bacterial,2.32,10.75
2000,COVID-19,Viral,15.32,8.73
2000,Rabies,Neurological,4.63,10.02
2000,Rabies,Bacterial,16.77,13.26
2000,Alzheimer's Disease,Cardiovascular,18.49,9.44
2000,Zika,Cardiovascular,1.02,14.26
2000,Ebola,Infectious,2.47,9.77
2000,Rabies,Infectious,5.29,5.76
2000,Influenza,Parasitic,13.53,0.69
2000,Hepatitis,Respiratory,8.52,3.44
2000,HIV/AIDS,Chronic,4.06,2.49
2000,Alzheimer's Disease,Neurological,8.9,2.31
2000,Dengue,Genetic,18.0,12.99
2000,Cancer,Bacterial,4.28,0.56
2000,Rabies,Chronic,14.09,8.68
2000,Asthma,Genetic,9.61,7.24
2000,HIV/AIDS,Respiratory,16.81,13.26
2000,Ebola,Bacterial,2.24,9.1
2000,Malaria,Parasitic,3.52,1.55
2000,Hypertension,Viral,8.45,0.35
2000,Asthma,Parasitic,10.93,10.91
2000,Asthma,Respiratory,9.29,14.16
2000,Hypertension,Parasitic,0.27,8.6
2000,Ebola,Bacterial,6.5,3.87
2000,Zika,Infectious,15.47,10.64
2000,Dengue,Neurological,16.62,3.49
2000,Ebola,Viral,12.6,0.17
2000,Cholera,Bacterial,10.92,1.6
2000,Measles,Genetic,16.29,8.28
2000,Leprosy,Neurological,11.74,4.41
2000,HIV/AIDS,Parasitic,17.52,3.21
2000,Hepatitis,Parasitic,12.36,10.25
2000,Zika,Respiratory,3.45,7.21
2000,Polio,Cardiovascular,14.16,13.06
2000,Malaria,Cardiovascular,19.9,6.61
2000,Malaria,Parasitic,10.14,13.57
2000,Malaria,Cardiovascular,8.03,9.11
2000,Hepatitis,Chronic,8.17,10.57
2000,Cholera,Parasitic,18.85,14.27
2000,Ebola,Cardiovascular,9.85,14.15
2000,Cancer,Metabolic,18.88,14.47
2000,Leprosy,Bacterial,7.47,11.91
2000,HIV/AIDS,Viral,13.78,1.26
2000,Cholera,Bacterial,0.74,2.99
2000,Rabies,Chronic,9.8,12.88
2000,Dengue,Neurological,19.53,5.79
2000,Measles,Autoimmune,10.19,12.96
2000,Cancer,Viral,7.92,13.02
2000,Zika,Metabolic,12.87,11.11
2000,Zika,Genetic,6.59,8.47
2000,Polio,Parasitic,19.35,13.33
2000,Zika,Autoimmune,5.59,5.25
2000,Tuberculosis,Chronic,4.53,6.06
2000,Measles,Metabolic,5.06,13.0
2000,HIV/AIDS,Bacterial,5.25,5.3
2000,Measles,Metabolic,3.43,13.41
2000,HIV/AIDS,Metabolic,19.67,13.48
2000,Hepatitis,Chronic,6.78,2.35
2000,HIV/AIDS,Parasitic,2.81,13.22
2000,Hepatitis,Autoimmune,4.49,4.09
2000,Influenza,Autoimmune,1.96,14.2
2000,Zika,Genetic,17.04,5.59
2000,Leprosy,Chronic,19.01,11.8
2000,Parkinson's Disease,Respiratory,1.93,13.24
2000,Asthma,Autoimmune,6.86,4.98
2000,Rabies,Cardiovascular,10.21,14.45
2000,Leprosy,Cardiovascular,19.11,0.43
2000,Measles,Respiratory,1.4,13.75
2000,HIV/AIDS,Bacterial,7.85,5.3
2000,Asthma,Bacterial,10.23,1.04
2000,Ebola,Metabolic,6.59,13.57
2000,Leprosy,Viral,5.76,7.15
2000,Tuberculosis,Autoimmune,14.39,4.91
2000,Measles,Infectious,8.19,1.85
2000,Malaria,Chronic,5.29,3.67
2000,Parkinson's Disease,Parasitic,5.3,14.63
2000,Dengue,Bacterial,1.02,5.62
2000,COVID-19,Cardiovascular,0.39,12.94
2000,HIV/AIDS,Neurological,7.3,1.29
2000,Rabies,Parasitic,15.55,2.89
2000,Polio,Parasitic,16.25,14.22
2000,Cholera,Respiratory,6.61,1.43
2000,Leprosy,Infectious,7.28,9.51
2000,Dengue,Chronic,0.33,2.34
2000,Hypertension,Infectious,2.66,3.95
2000,Alzheimer's Disease,Viral,8.53,13.04
2000,Rabies,Parasitic,8.66,10.07
2000,Hepatitis,Parasitic,3.6,11.26
2000,Parkinson's Disease,Cardiovascular,10.37,7.16
2000,Cancer,Neurological,5.82,14.36
2000,Hepatitis,Infectious,19.69,8.78
2000,Ebola,Infectious,14.71,14.0
2000,Alzheimer's Disease,Chronic,4.32,6.1
2000,Polio,Neurological,10.81,9.82
2000,Hepatitis,Parasitic,8.73,4.33
2000,Dengue,Respiratory,13.72,11.08
2000,Leprosy,Genetic,17.43,11.73
2000,Diabetes,Autoimmune,17.1,2.02
2000,Dengue,Genetic,3.78,4.72
2000,Hepatitis,Metabolic,1.64,14.77
2000,Dengue,Autoimmune,11.31,11.52
2000,Zika,Bacterial,2.05,4.42
2000,Zika,Neurological,14.63,2.53
2000,Measles,Chronic,17.87,9.0
2000,Hypertension,Parasitic,10.85,10.79
2000,Ebola,Metabolic,16.68,9.91
2000,Polio,Viral,0.59,12.1
2000,Asthma,Bacterial,14.47,7.38
2000,Zika,Infectious,7.58,12.29
2000,Cholera,Neurological,10.67,10.39
2000,Malaria,Parasitic,18.67,7.53
2000,Diabetes,Bacterial,4.35,2.94
2000,Polio,Metabolic,1.1,0.31
2000,Polio,Parasitic,8.34,13.59
2000,Tuberculosis,Viral,6.87,0.36
2000,Dengue,Viral,16.26,8.28
2000,COVID-19,Genetic,7.48,6.21
2000,Leprosy,Viral,17.24,1.23
2000,Rabies,Parasitic,15.94,2.32
2000,Alzheimer's Disease,Respiratory,17.95,7.16
2000,Asthma,Cardiovascular,18.73,8.33
2000,Hypertension,Respiratory,4.41,2.41
2000,Polio,Genetic,11.12,10.23
2000,Polio,Autoimmune,17.78,3.62
2000,Parkinson's Disease,Bacterial,10.39,1.36
2000,Leprosy,Respiratory,13.47,14.06
2000,Asthma,Cardiovascular,16.42,14.57
2000,Tuberculosis,Respiratory,15.39,7.16
2000,Asthma,Parasitic,5.3,1.83
2000,Cancer,Chronic,5.55,2.36
2000,Polio,Genetic,8.32,11.0
2000,Hepatitis,Viral,8.09,3.43
2000,Malaria,Cardiovascular,8.46,10.74
2000,Tuberculosis,Chronic,3.02,7.97
2000,Zika,Genetic,8.49,7.88
2000,Hypertension,Viral,1.99,14.32
2000,Measles,Cardiovascular,1.38,14.14
2000,Malaria,Autoimmune,8.03,13.58
2000,Tuberculosis,Infectious,6.07,8.62
2000,Parkinson's Disease,Infectious,8.55,3.7
2000,HIV/AIDS,Cardiovascular,12.74,10.96
2000,Asthma,Infectious,6.38,11.3
2000,Diabetes,Parasitic,4.57,12.44
2000,Hepatitis,Respiratory,6.93,10.27
2000,Tuberculosis,Autoimmune,11.07,0.75
2000,Cancer,Neurological,7.34,1.29
2000,Hypertension,Viral,5.43,6.21
2000,Hepatitis,Cardiovascular,10.18,9.19
2000,HIV/AIDS,Parasitic,18.17,11.56
2000,Malaria,Respiratory,6.99,1.16
2000,Measles,Respiratory,2.45,10.06
2000,HIV/AIDS,Respiratory,19.43,6.69
2000,Influenza,Autoimmune,5.71,13.98
2000,Hepatitis,Genetic,7.37,12.57
2000,COVID-19,Parasitic,19.94,12.0
2000,Tuberculosis,Viral,12.1,6.21
2000,Tuberculosis,Viral,15.13,1.31
2000,Malaria,Bacterial,9.55,6.89
2000,Parkinson's Disease,Parasitic,10.31,2.6
2000,Asthma,Chronic,10.77,12.1
2000,Tuberculosis,Respiratory,6.8,12.28
2000,Asthma,Viral,0.87,2.48
2000,Cholera,Chronic,0.37,8.62
2000,Influenza,Infectious,2.78,10.1
2000,Hypertension,Infectious,2.09,3.62
2000,Asthma,Chronic,4.33,13.33
2000,Parkinson's Disease,Respiratory,15.94,4.36
2000,Cancer,Respiratory,8.94,8.98
2000,Cholera,Metabolic,0.13,6.71
2000,Zika,Neurological,11.06,1.16
2000,Cancer,Infectious,10.04,8.32
2000,Cancer,Viral,15.12,8.63
2000,Hepatitis,Cardiovascular,5.91,13.24
2000,Parkinson's Disease,Genetic,10.04,0.2
2000,Measles,Chronic,11.13,3.82
2000,Hepatitis,Bacterial,13.8,6.03
2000,Tuberculosis,Autoimmune,15.57,5.74
2000,Zika,Respiratory,9.55,12.27
2000,Measles,Infectious,7.4,3.3
2000,Zika,Cardiovascular,15.81,7.02
2000,Ebola,Genetic,8.4,0.75
2000,Cancer,Metabolic,2.16,7.52
2000,Alzheimer's Disease,Neurological,4.27,8.94
2000,Cholera,Cardiovascular,1.16,8.13
2000,Cancer,Respiratory,14.59,4.46
2000,HIV/AIDS,Genetic,9.2,6.98
2000,Dengue,Infectious,2.5,3.62
2000,Tuberculosis,Metabolic,4.54,7.29
2000,Alzheimer's Disease,Neurological,12.77,4.35
2000,Parkinson's Disease,Genetic,13.39,12.97
2000,Measles,Viral,14.76,8.77
2000,Zika,Bacterial,17.47,5.98
2000,Cancer,Infectious,14.81,6.38
2000,Diabetes,Viral,14.84,4.68
2000,Ebola,Bacterial,1.7,1.81
2000,Cancer,Respiratory,2.17,3.05
2000,HIV/AIDS,Autoimmune,5.77,1.65
2000,Hepatitis,Cardiovascular,18.82,3.49
2000,Asthma,Infectious,6.86,4.26
2000,COVID-19,Autoimmune,19.09,0.13
2000,Hypertension,Chronic,4.3,1.59
2000,Parkinson's Disease,Chronic,13.56,6.36
2000,HIV/AIDS,Chronic,11.23,5.91
2000,Zika,Infectious,6.95,10.02
2000,Leprosy,Bacterial,12.36,0.14
2000,Cholera,Bacterial,5.37,0.33
2000,Tuberculosis,Cardiovascular,8.8,10.46
2000,Hypertension,Infectious,12.7,6.14
2000,Parkinson's Disease,Infectious,19.48,6.4
2000,Alzheimer's Disease,Respiratory,6.29,8.21
2000,Dengue,Chronic,6.42,6.69
2000,Leprosy,Chronic,15.45,4.47
2000,Influenza,Respiratory,17.45,2.6
2000,Asthma,Chronic,17.41,14.65
2000,Parkinson's Disease,Genetic,4.92,5.67
2000,Alzheimer's Disease,Parasitic,7.41,3.05
2000,Asthma,Metabolic,6.41,5.91
2000,Hypertension,Genetic,13.4,11.95
2000,Polio,Bacterial,9.77,11.56
2000,Polio,Genetic,0.67,3.2
2000,Influenza,Infectious,13.29,9.31
2000,Leprosy,Chronic,15.2,12.99
2000,Tuberculosis,Infectious,5.21,13.32
2000,Cancer,Autoimmune,10.87,14.97
2000,Polio,Respiratory,6.39,7.85
2000,COVID-19,Autoimmune,17.71,11.09
2000,Influenza,Bacterial,10.98,1.1
2000,Measles,Bacterial,7.7,4.32
2000,Tuberculosis,Chronic,17.59,3.12
2000,Cholera,Metabolic,2.71,12.97
2000,Polio,Metabolic,2.32,1.09
2000,Polio,Chronic,19.57,9.12
2000,COVID-19,Parasitic,17.33,7.52
2000,Tuberculosis,Infectious,17.52,3.39
2000,Parkinson's Disease,Parasitic,19.99,6.61
2000,Polio,Viral,18.92,10.21
2000,COVID-19,Viral,7.19,11.4
2000,Parkinson's Disease,Neurological,17.97,3.53
2000,Cancer,Chronic,13.83,3.83
2000,Parkinson's Disease,Infectious,0.41,11.07
2000,HIV/AIDS,Viral,2.36,6.43
2000,Alzheimer's Disease,Bacterial,4.01,9.81
2000,Hepatitis,Cardiovascular,9.47,4.06
2000,Hepatitis,Parasitic,4.98,10.23
2000,Cholera,Autoimmune,16.09,10.18
2000,Measles,Metabolic,15.92,5.88
2000,Dengue,Parasitic,11.04,4.34
2000,Polio,Cardiovascular,9.26,13.65
2000,Asthma,Metabolic,6.58,5.41
2000,Leprosy,Parasitic,2.18,1.47
2000,Leprosy,Cardiovascular,2.35,12.37
2000,Hypertension,Parasitic,17.49,12.88
2000,Diabetes,Neurological,17.0,8.45
2000,Asthma,Parasitic,16.19,9.46
2000,COVID-19,Genetic,11.8,6.38
2000,Cancer,Viral,12.42,1.34
2000,Ebola,Bacterial,18.5,14.93
2000,Hepatitis,Neurological,14.46,2.43
2000,Asthma,Infectious,6.58,1.09
2000,Hypertension,Neurological,5.92,0.75
2000,COVID-19,Infectious,7.66,3.29
2000,Parkinson's Disease,Viral,3.95,7.29
2000,Influenza,Chronic,5.11,9.05
2000,Dengue,Chronic,1.28,1.22
2000,Tuberculosis,Bacterial,6.42,14.18
2000,Measles,Viral,4.04,0.36
2000,Cholera,Cardiovascular,17.51,7.09
2000,Diabetes,Parasitic,0.24,5.26
2000,Leprosy,Viral,16.5,8.77
2000,Measles,Viral,8.15,7.23
2000,Rabies,Bacterial,4.84,12.69
2000,Diabetes,Respiratory,6.85,9.92
2000,Influenza,Bacterial,10.77,0.18
2000,Parkinson's Disease,Infectious,3.71,1.46
2000,Hepatitis,Bacterial,9.03,12.18
2000,Parkinson's Disease,Genetic,14.0,11.42
2000,Cholera,Infectious,1.05,2.7
2000,Measles,Metabolic,16.59,13.47
2000,Malaria,Genetic,1.95,7.18
2000,Malaria,Bacterial,8.33,0.28
2000,Parkinson's Disease,Chronic,16.3,11.69
2000,Diabetes,Bacterial,4.83,9.03
2000,Asthma,Chronic,15.65,1.11
2000,Zika,Respiratory,4.99,14.14
2000,Ebola,Parasitic,10.88,4.63
2000,Cancer,Viral,5.08,9.23
2000,Influenza,Infectious,3.92,12.41
2000,Hypertension,Metabolic,3.57,4.39
2000,Cholera,Neurological,11.63,12.35
2000,HIV/AIDS,Neurological,16.75,9.01
2000,Cancer,Genetic,4.52,3.75
2000,HIV/AIDS,Autoimmune,3.56,10.49
2000,Tuberculosis,Autoimmune,18.46,11.74
2000,Tuberculosis,Genetic,15.94,4.88
2000,Cholera,Viral,18.76,14.85
2000,Ebola,Autoimmune,8.73,10.39
2000,Hepatitis,Genetic,4.93,13.13
2000,Zika,Genetic,1.11,0.44
2000,Influenza,Infectious,16.69,8.75
2000,Tuberculosis,Viral,7.3,4.51
2000,HIV/AIDS,Chronic,1.19,10.01
2000,Tuberculosis,Chronic,10.89,13.54
2000,Leprosy,Neurological,18.22,2.64
2000,Parkinson's Disease,Cardiovascular,2.31,3.25
2000,Malaria,Viral,4.27,6.95
2000,Zika,Autoimmune,13.44,12.82
2000,Malaria,Infectious,3.39,3.76
2000,Malaria,Cardiovascular,18.48,1.26
2000,Tuberculosis,Metabolic,17.39,12.48
2000,Leprosy,Cardiovascular,2.71,2.34
2000,Hypertension,Genetic,15.37,13.49
2000,Malaria,Metabolic,7.77,2.42
2000,Diabetes,Bacterial,11.46,7.7
2000,Ebola,Neurological,17.25,9.21
2000,Tuberculosis,Metabolic,3.04,11.08
2000,Asthma,Chronic,10.34,3.4
2000,Ebola,Chronic,8.02,4.15
2000,Rabies,Chronic,17.92,2.51
2000,Asthma,Genetic,5.38,2.73
2000,Alzheimer's Disease,Bacterial,5.64,14.68
2000,Cholera,Parasitic,3.01,13.55
2000,Rabies,Infectious,1.86,11.59
2000,Ebola,Viral,13.74,2.94
2000,Hypertension,Neurological,8.2,10.25
2000,Influenza,Neurological,15.84,1.68
2000,Hepatitis,Autoimmune,11.25,14.32
2000,Rabies,Chronic,6.1,7.3
2000,Polio,Respiratory,13.02,14.45
2000,Ebola,Autoimmune,0.85,7.99
2000,Cancer,Infectious,8.25,2.91
2000,Hypertension,Parasitic,3.33,7.11
2000,Measles,Infectious,9.49,4.5
2000,Dengue,Infectious,14.33,6.49
2000,Tuberculosis,Neurological,1.71,4.88
2000,Dengue,Autoimmune,2.82,2.38
2000,Asthma,Genetic,18.65,8.36
2000,COVID-19,Viral,6.09,3.25
2000,COVID-19,Parasitic,16.39,9.28
2000,Polio,Genetic,15.68,14.26
2000,Hepatitis,Genetic,13.59,10.15
2000,Tuberculosis,Chronic,13.88,14.55
2000,HIV/AIDS,Viral,5.8,12.25
2000,Parkinson's Disease,Viral,9.04,7.0
2000,Hepatitis,Parasitic,14.24,13.9
2000,Diabetes,Bacterial,2.7,10.33
2000,Measles,Genetic,10.78,5.74
2000,Dengue,Infectious,17.71,13.24
2000,Polio,Chronic,17.43,13.62
2000,Influenza,Chronic,3.18,5.17
2000,Dengue,Parasitic,19.18,9.03
2000,Cholera,Chronic,9.47,3.91
2000,Tuberculosis,Chronic,4.36,9.56
2000,Hypertension,Viral,9.6,7.8
2000,Parkinson's Disease,Respiratory,3.38,10.93
2000,Leprosy,Bacterial,5.89,10.66
2000,Ebola,Genetic,2.37,0.58
2000,Zika,Genetic,1.08,7.12
2000,Tuberculosis,Respiratory,18.64,5.28
2000,Cancer,Autoimmune,6.64,9.22
2000,Cholera,Chronic,17.98,3.03
2000,Tuberculosis,Parasitic,6.17,3.86
2000,Zika,Viral,6.41,0.92
2000,Measles,Respiratory,0.58,7.17
2000,Alzheimer's Disease,Bacterial,19.27,1.81
2000,Zika,Cardiovascular,4.9,2.61
2000,Measles,Genetic,1.06,8.11
2000,Hepatitis,Metabolic,2.9,13.59
2000,Tuberculosis,Cardiovascular,18.01,5.93
2000,Leprosy,Chronic,19.74,14.61
2000,Influenza,Genetic,17.74,7.04
2000,COVID-19,Infectious,17.77,8.65
2000,Malaria,Neurological,1.21,4.04
2000,Malaria,Respiratory,8.3,9.82
2000,Alzheimer's Disease,Metabolic,16.76,12.15
2000,Dengue,Metabolic,7.88,9.77
2000,Ebola,Viral,3.7,6.81
2000,Ebola,Metabolic,15.23,12.03
2000,Zika,Respiratory,6.74,12.7
2000,HIV/AIDS,Cardiovascular,10.48,8.06
2000,Rabies,Chronic,3.52,3.01
2000,Diabetes,Bacterial,11.98,5.21
2000,Polio,Cardiovascular,16.03,5.05
2000,Rabies,Cardiovascular,2.21,1.79
2000,Hypertension,Parasitic,16.57,2.62
2000,COVID-19,Respiratory,3.95,11.82
2000,Hypertension,Neurological,10.84,3.02
2000,Alzheimer's Disease,Viral,1.25,13.59
2000,Tuberculosis,Viral,5.8,8.57
2000,HIV/AIDS,Respiratory,15.26,8.95
2000,Measles,Viral,8.36,2.04
2000,Leprosy,Autoimmune,15.48,12.35
2000,Influenza,Metabolic,0.83,13.67
2000,Dengue,Chronic,10.22,5.74
2000,Measles,Autoimmune,4.66,14.36
2000,Tuberculosis,Infectious,18.54,7.38
2000,COVID-19,Genetic,6.73,8.97
2000,Rabies,Respiratory,17.17,1.59
2000,Rabies,Autoimmune,2.71,4.01
